"","team_number","event","match_number","mobility","end_of_auto_status","auto_hybrid_cubes","auto_mid_cubes","auto_high_cubes","auto_hybrid_cones","auto_mid_cones","auto_high_cones","teleop_hybrid_cubes","teleop_mid_cubes","teleop_high_cubes","teleop_hybrid_cones","teleop_mid_cones","teleop_high_cones","endgame_status","total_auto_points","total_teleop_points","total_endgame_points","won_match"
"418",9036,"pncmp",34,TRUE,"Not Docked",1,0,0,0,0,0,3,1,0,0,0,0,"Engaged",6,9,10,TRUE
"419",1318,"pncmp",33,TRUE,"Not Docked",0,0,0,0,0,1,0,1,2,0,1,3,"Parked",9,31,2,FALSE
"420",2557,"pncmp",32,TRUE,"Not Docked",0,0,0,0,0,1,0,0,2,0,0,3,"Docked",9,25,6,FALSE
"421",1294,"pncmp",32,FALSE,"Not Docked",0,0,0,0,0,1,0,0,0,0,0,0,"Not Parked",6,0,0,FALSE
"422",488,"pncmp",31,TRUE,"Not Docked",0,0,0,0,0,1,1,0,0,0,0,0,"Not Parked",9,2,0,TRUE
"423",7034,"pncmp",30,TRUE,"Not Docked",0,0,0,0,0,0,0,0,1,0,0,4,"Engaged",3,25,10,FALSE
"424",5827,"pncmp",30,TRUE,"Not Docked",0,0,1,0,0,0,2,0,0,0,0,0,"Engaged",9,4,10,FALSE
"425",4488,"pncmp",29,TRUE,"Not Docked",0,0,0,0,0,0,4,0,0,0,0,0,"Engaged",3,8,10,FALSE
"426",8532,"pncmp",28,TRUE,"Not Docked",0,0,1,0,0,0,0,0,2,0,0,2,"Docked",9,20,6,TRUE
"427",2521,"pncmp",29,TRUE,"Engaged",0,0,0,0,0,0,0,2,0,0,1,2,"Parked",15,19,2,TRUE
"428",9036,"pncmp",28,TRUE,"Not Docked",0,1,0,0,0,0,2,1,0,0,0,0,"Engaged",7,7,10,FALSE
"429",4061,"pncmp",28,TRUE,"Not Docked",0,1,0,0,0,0,0,1,0,1,0,4,"Docked",7,25,6,TRUE
"430",6443,"pncmp",27,TRUE,"Engaged",0,0,0,0,0,1,0,1,0,1,2,0,"Engaged",21,11,10,TRUE
"431",3218,"pncmp",26,TRUE,"Not Docked",1,0,1,0,0,1,1,0,0,0,2,1,"Parked",18,13,2,FALSE
"432",1294,"pncmp",24,FALSE,"Not Docked",0,0,0,0,0,1,0,0,0,0,0,0,"Not Parked",6,0,0,TRUE
"433",753,"pncmp",23,FALSE,"Not Docked",0,0,1,0,0,0,0,0,0,2,0,1,"Engaged",6,9,10,TRUE
"434",9036,"pncmp",104,TRUE,"Not Docked",0,0,0,0,1,0,0,1,0,0,0,1,"Engaged",7,8,10,FALSE
"435",2046,"pncmp",104,TRUE,"Not Docked",0,1,0,0,0,1,0,1,3,0,1,3,"Parked",13,36,2,FALSE
"436",2811,"pncmp",104,TRUE,"Engaged",0,0,0,0,1,0,0,0,0,0,3,2,"Engaged",19,19,10,FALSE
"437",4915,"pncmp",25,TRUE,"Not Docked",0,0,0,1,0,0,0,1,1,0,0,0,"Parked",6,8,2,FALSE
"438",1425,"pncmp",19,TRUE,"Not Docked",0,0,0,1,0,1,0,1,0,0,0,2,"Parked",12,13,2,TRUE
"439",948,"pncmp",22,TRUE,"Engaged",0,0,0,0,0,0,2,0,1,0,0,0,"Engaged",15,9,10,FALSE
"440",4918,"pncmp",23,TRUE,"Docked",0,1,0,0,0,0,0,2,0,0,2,0,"Engaged",15,12,10,FALSE
"441",488,"pncmp",19,TRUE,"Not Docked",0,0,0,0,0,1,2,0,1,0,0,2,"Not Parked",9,19,0,FALSE
"442",3070,"pncmp",14,TRUE,"Not Docked",0,0,0,0,0,1,0,1,0,1,1,1,"Engaged",9,13,10,TRUE
"443",3674,"pncmp",15,TRUE,"Not Docked",0,0,0,0,0,1,0,0,1,0,0,2,"Not Parked",9,15,0,TRUE
"444",1778,"pncmp",13,FALSE,"Not Docked",0,0,0,0,0,0,6,1,0,0,0,0,"Engaged",0,15,10,FALSE
"445",2521,"pncmp",24,TRUE,"Not Docked",0,0,1,0,0,1,1,1,1,0,0,4,"Engaged",15,30,10,TRUE
"446",2930,"pncmp",23,TRUE,"Engaged",0,0,1,0,0,1,1,1,0,3,2,2,"Parked",27,27,2,TRUE
"447",1425,"pncmp",26,TRUE,"Not Docked",0,0,0,0,0,2,1,0,0,1,2,3,"Engaged",15,25,10,TRUE
"448",7034,"pncmp",25,TRUE,"Not Docked",0,0,1,0,0,0,0,0,0,1,0,1,"Parked",9,7,2,TRUE
"449",2557,"pncmp",25,FALSE,"Not Docked",0,0,0,0,0,1,0,0,2,0,0,0,"Engaged",6,10,10,FALSE
"450",5827,"pncmp",24,TRUE,"Not Docked",0,0,1,0,0,0,0,0,0,0,0,0,"Engaged",9,0,10,FALSE
"451",4469,"pncmp",23,TRUE,"Not Docked",0,0,1,0,0,1,0,0,0,0,1,2,"Engaged",15,13,10,FALSE
"452",753,"pncmp",23,FALSE,"Not Docked",0,0,1,0,0,0,0,0,0,2,0,1,"Engaged",6,9,10,TRUE
"453",2046,"pncmp",22,TRUE,"Not Docked",1,0,0,0,0,1,1,1,2,0,0,4,"Parked",12,35,2,FALSE
"454",9036,"pncmp",21,TRUE,"Not Docked",0,0,0,1,0,0,0,1,0,1,0,0,"Engaged",6,5,10,TRUE
"455",4488,"pncmp",21,FALSE,"Not Docked",1,0,0,0,0,0,4,0,0,0,0,2,"Engaged",3,18,10,FALSE
"456",2990,"pncmp",21,TRUE,"Engaged",0,0,1,0,0,0,0,0,0,1,0,2,"Engaged",21,12,10,TRUE
"457",1983,"pncmp",2,TRUE,"Engaged",0,0,1,0,0,0,0,0,1,0,1,0,"Engaged",21,8,10,TRUE
"458",3711,"pncmp",20,TRUE,"Engaged",0,0,1,0,0,0,0,0,0,0,0,3,"Engaged",21,15,10,FALSE
"459",2046,"pncmp",16,FALSE,"Not Docked",0,0,0,0,0,0,0,0,0,0,0,0,"Not Parked",0,0,0,FALSE
"460",4061,"pncmp",18,TRUE,"Not Docked",0,1,0,0,0,0,1,0,0,1,1,2,"Not Parked",7,17,0,TRUE
"461",7461,"pncmp",20,TRUE,"Not Docked",0,0,0,0,0,1,1,1,0,1,2,1,"Parked",9,18,2,TRUE
"462",2910,"pncmp",20,TRUE,"Not Docked",0,0,0,0,0,1,1,1,1,0,2,2,"Engaged",9,26,10,TRUE
"463",4918,"pncmp",17,TRUE,"Engaged",0,1,0,0,0,0,1,0,1,1,2,0,"Engaged",19,15,10,TRUE
"464",2412,"pncmp",19,TRUE,"Engaged",0,0,1,0,0,0,0,1,0,0,2,2,"Engaged",21,19,10,TRUE
"465",1318,"pncmp",19,TRUE,"Not Docked",0,0,0,0,0,1,0,1,1,0,2,2,"Engaged",9,24,10,TRUE
"466",3218,"pncmp",18,TRUE,"Not Docked",0,0,0,0,0,1,3,0,0,0,0,2,"Docked",9,16,6,FALSE
"467",360,"pncmp",17,TRUE,"Not Docked",1,0,0,0,0,1,0,1,1,0,1,0,"Parked",12,11,2,TRUE
"468",4125,"pncmp",17,FALSE,"Not Docked",1,0,0,0,0,0,0,0,0,0,0,0,"Engaged",3,0,10,FALSE
"469",5920,"pncmp",16,TRUE,"Not Docked",1,0,0,0,0,0,0,0,0,0,0,0,"Engaged",6,0,10,TRUE
"470",1425,"pncmp",12,TRUE,"Not Docked",0,0,0,0,0,2,0,1,0,0,3,2,"Engaged",15,22,10,FALSE
"471",488,"pncmp",13,TRUE,"Not Docked",0,0,0,0,0,1,5,0,1,0,1,2,"Engaged",9,28,10,TRUE
"472",5827,"pncmp",11,TRUE,"Not Docked",1,0,0,0,0,0,4,0,2,0,0,0,"Engaged",6,18,10,FALSE
"473",1983,"pncmp",10,TRUE,"Engaged",0,0,1,0,0,0,4,0,0,0,0,0,"Parked",21,8,2,TRUE
"474",948,"pncmp",7,FALSE,"Engaged",0,0,1,0,0,0,3,3,2,0,0,0,"Docked",18,25,6,TRUE
"475",753,"pncmp",15,TRUE,"Not Docked",0,0,1,0,0,0,0,0,0,0,0,3,"Docked",9,15,6,FALSE
"476",7627,"pncmp",14,TRUE,"Engaged",0,0,1,0,0,0,0,0,0,0,2,2,"Docked",21,16,6,FALSE
"477",8532,"pncmp",14,TRUE,"Not Docked",0,0,1,0,0,0,1,1,0,0,1,1,"Parked",9,13,2,TRUE
"478",1318,"pncmp",12,TRUE,"Not Docked",0,0,1,0,0,1,1,0,0,0,3,2,"Engaged",15,21,10,TRUE
"479",2811,"pncmp",13,TRUE,"Engaged",0,0,0,0,0,1,0,1,1,0,2,0,"Engaged",21,14,10,TRUE
"480",2910,"pncmp",13,TRUE,"Not Docked",0,0,0,0,0,1,0,0,1,0,1,3,"Engaged",9,23,10,TRUE
"481",4131,"pncmp",12,TRUE,"Not Docked",0,0,1,0,0,0,0,0,0,0,2,2,"Engaged",9,16,10,FALSE
"482",5468,"pncmp",11,TRUE,"Engaged",0,0,0,0,0,1,3,0,0,0,0,0,"Engaged",21,6,10,FALSE
"483",3636,"pncmp",11,TRUE,"Not Docked",0,0,0,0,0,1,0,1,1,1,3,2,"Parked",9,29,2,TRUE
"484",7461,"pncmp",10,TRUE,"Not Docked",0,0,0,0,0,1,0,0,1,0,0,3,"Engaged",9,20,10,TRUE
"485",5920,"pncmp",8,TRUE,"Not Docked",0,0,0,0,0,0,0,0,0,0,0,0,"Docked",3,0,6,FALSE
"486",955,"pncmp",10,TRUE,"Not Docked",0,0,1,0,0,1,0,2,0,1,2,2,"Engaged",15,24,10,TRUE
"487",3663,"pncmp",7,TRUE,"Not Docked",0,0,0,0,0,1,1,1,0,0,2,2,"Parked",9,21,2,TRUE
"488",6831,"pncmp",10,TRUE,"Not Docked",0,0,1,0,0,0,0,0,0,0,0,1,"Engaged",9,5,10,FALSE
"489",3070,"pncmp",9,TRUE,"Not Docked",0,0,0,0,0,0,1,0,0,1,0,2,"Engaged",3,14,10,TRUE
"490",3711,"pncmp",9,TRUE,"Not Docked",0,0,0,0,0,0,0,0,0,0,0,2,"Engaged",3,10,10,TRUE
"491",4125,"pncmp",8,FALSE,"Not Docked",1,0,0,0,0,0,1,0,0,0,0,0,"Parked",3,2,2,TRUE
"492",1425,"pncmp",7,TRUE,"Not Docked",0,0,0,0,0,1,0,0,0,3,0,2,"Engaged",9,16,10,FALSE
"493",4469,"pncmp",7,FALSE,"Engaged",0,0,1,0,0,0,1,0,1,1,0,1,"Parked",18,14,2,FALSE
"494",7461,"pncmp",5,TRUE,"Not Docked",0,0,0,0,0,1,0,0,3,2,1,1,"Engaged",9,27,10,TRUE
"495",1318,"pncmp",6,TRUE,"Not Docked",0,0,1,0,0,1,0,1,1,0,2,1,"Docked",15,19,6,TRUE
"496",1318,"pncmp",6,TRUE,"Not Docked",0,0,1,0,0,1,0,1,1,2,2,1,"Not Parked",15,23,0,TRUE
"497",4911,"pncmp",5,TRUE,"Not Docked",0,0,0,0,0,0,0,0,0,0,1,0,"Engaged",3,3,10,FALSE
"498",753,"pncmp",5,TRUE,"Not Docked",0,0,1,0,0,0,0,0,1,1,0,2,"Engaged",9,17,10,FALSE
"499",955,"pncmp",4,TRUE,"Not Docked",0,0,1,0,0,1,0,1,0,0,0,3,"Engaged",15,18,10,FALSE
"500",2811,"pncmp",4,TRUE,"Engaged",0,0,0,0,1,0,0,0,0,0,0,1,"Docked",19,5,6,TRUE
"501",2471,"pncmp",2,FALSE,"Not Docked",0,0,0,1,0,0,0,0,0,0,0,0,"Parked",3,0,2,FALSE
"502",4488,"pncmp",3,FALSE,"Not Docked",0,0,0,0,0,0,0,0,0,0,0,0,"Parked",0,0,2,FALSE
"503",3636,"pncmp",2,TRUE,"Not Docked",0,0,0,0,0,1,0,0,0,0,0,5,"Parked",9,25,2,TRUE
"504",5827,"pncmp",1,TRUE,"Not Docked",0,0,1,0,0,0,0,1,0,0,0,0,"Engaged",9,3,10,TRUE
"505",2910,"pncmp",1,TRUE,"Not Docked",1,0,0,0,0,1,1,0,0,1,2,2,"Engaged",12,20,10,TRUE
"506",2811,"pncmp",60,FALSE,"Not Docked",0,0,1,0,0,0,0,2,0,0,2,2,"Engaged",6,22,10,TRUE
"507",2147,"pncmp",58,TRUE,"Engaged",0,0,0,0,0,1,2,1,1,0,3,1,"Engaged",21,26,10,FALSE
